Brand,Model,Interface,Form Factor,Capacities,Controller,Configuration,DRAM,HMB,NAND Brand,NAND Type,Layers,"R/W (Up to, in MB/s)",Categories,Notes (*),Product Page,Product Page 2,Affiliate Link
Transcend,ESD310C,USB 3.2 Gen 2x1,USB-C,,SMI SM2620,,,,,,,,,,,,https://amzn.to/48xZmRP
Transcend,ESD350C,USB 3.2 Gen 2x1,USB-C,240GB-960GB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,No,Micron,TLC,64,1050/950,Entry-Level NVMe,Portable; Unverified,Transcend ESD350C,,
Transcend,ESD360C,,,,,,,,,,,,,,,,
Transcend,E410C,,,,,,,,,,,,,,,,
Transcend,MSA452T2,SATA/AHCI,mSATA,64GB-1TB,,,Yes,N/A,,TLC,,560/520,High-End SATA,,Transcend MSA452T2,,
Transcend,MTE260S,x4 PCIe 5.0/NVMe,M.2,1TB-4TB,,,,,,,,14000/12500,,,,,
Transcend,MTE310S,x4 PCIe 4.0/NVMe,M.2,512GB-1TB,,,,,,,,5000/3500,,"2230, aka SSD 310S",Transcend MTE310S,,
Transcend,MTE400S,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2263XTV,"Dual-core, 4-ch, 4-CE/ch",No,Yes,,TLC,,2000/1700,Entry-Level NVMe,,Transcend MTE400S,,
Transcend,MTS552T2,SATA/AHCI,M.2,64GB-512GB,,,Yes,N/A,,TLC,,560/510,High-End SATA,,Transcend MTS552T2,,
Transcend,MTE652T2,x4 PCIe 3.0/NVMe,M.2,128GB-512GB,,,Yes,No,,TLC,,2100/1000,Entry-Level NVMe,,Transcend MTE652T2,,
Transcend,MTS952T2,SATA/AHCI,M.2,64GB-2TB,,,Yes,N/A,,TLC,,560/520,High-End SATA,,Transcend MTS952T2,,
Transcend,SSD 110S,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,SMI SM2263XT,"Dual-core, 4-ch, 4-CE/ch",No,Yes,Micron,TLC,64,1700/1500,Entry-Level NVMe,,Transcend SSD 110S,,
Transcend,SSD 220S,x4 PCIe 3.0/NVMe,M.2,256GB-2TB,SMI SM2262EN,"Dual-core, 8-ch, 4-CE/ch",Yes,No,Micron,TLC,64,3300/2800,Mid-Range NVMe,May be changed to E12/E12S or SM2267,Transcend SSD220S,,https://amzn.to/3mIalVi
Transcend,SSD225S,SATA/AHCI,"2.5""",250GB-2TB,,,No,N/A,,,,560/500,,,Transcend SSD225S,,
Transcend,SSD230S,SATA/AHCI,"2.5""",128GB-2TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,32/64,560/520,Mid-Range SATA,Change: Samsung 64L,Transcend SSD230S,,https://amzn.to/3YNRkhx
Transcend,SSD 240S,x4 PCIe 4.0/NVMe,M.2,500GB-1TB,SMI SM2267,"DC (28nm R5), 4-ch, 8-CE/ch",Yes,No,Micron,TLC,96,3800/3200,Mid-Range NVMe,,Transcend SSD 240S,,
Transcend,SSD 245S,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,Realtek RTS5772DL,,,,,,,5300/4000,,,,,
Transcend,SSD 250S/MTE250S/250H,x4 PCIe 4.0/NVMe,M.2,1TB-4TB,SMI SM2264,"QC (12nm R8), 8-ch, 8-CE/ch",Yes,N/A,Kioxia,TLC,112,7500/6700,High-End NVMe,,Transcend SSD 250S,,https://amzn.to/3ZEtIxX
Transcend,SSD250N,SATA/AHCI,"2.5""",1TB-2TB,,,Yes,N/A,,,,560/480,,,Transcend SSD250N,,
Transcend,SSD420S/820S,SATA/AHCI,M.2,120-960GB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,Micron,TLC,64,550/500,Entry-Level SATA,2242 (240GB)/2280 by SKU,Transcend SSD420S,Transcend SSD820S,
Transcend,SSD430S/830S,SATA/AHCI,M.2,128GB-1TB,SMI SM2258,"Single-core, 4-ch, 8-CE/ch",Yes,N/A,Micron,TLC,64,560/500,Mid-Range SATA,2242 (512GB)/2280 by SKU,Transcend SSD430S,Transcend SSD830S,
Verbatim,Vi3000,x4 PCIe 3.0/NVMe,M.2,256GB-1TB,Phison E13T,"Single-core, 4-ch, 8-CE/ch",No,Yes,Kioxia,TLC,96,3100/2900,Entry-Level NVMe,,Verbatim Vi3000,,
Verbatim,Vi7000G,x4 PCIe 4.0/NVMe,M.2,,,,,,,,,,,,,,
Verbatim,Vi12000,x4 PCIe 5.0/NVMe,M.2,,,,,,,,,,,,,,
VisionTek,DLX4,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,InnoGrit IG5220,"Tri-core R5, 4x8",No,Yes,,,,5200/4775,Mid-Range NVMe,"2230, 2242, 2280",VisionTek DLX4,,
VisionTek,DLX4 Pro,x4 PCIe 4.0/NVMe,M.2,512GB-4TB,,,Yes,N/A,,,,7415/6800,High-End NVMe,,VisionTek DLX4 Pro,,
WD,AN1500,x8 PCIe 3.0/NVMe,AIC,1TB-4TB,2xWD + 88NR2241,2xSN750 controller + RAID,Yes,No,SanDisk,TLC,,6500/4100,High-End NVMe,,WD AN1500,,
WD,Black (later SN750),x4 PCIe 3.0/NVMe,M.2,250GB-2TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470/3000,Mid-Range NVMe,Heatsink model; flash changed 2021,WD Black SN750,,
WD,Blue (2D),SATA/AHCI,"2.5"" & M.2",250GB-1TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,N/A,545/525,Entry-Level SATA,,,,
WD,Blue 3D,SATA/AHCI,"2.5"" & M.2 (2TB)",250GB-4TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,560/530,High-End SATA,"4TB 2.5"" only",WD Blue 3D,,https://amzn.to/423zPg8
WD,D30,USB 3.2 Gen 2x1,USB-C,500GB-2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,900/900,Entry-Level NVMe,Portable; Xbox/PS5 variants,WD D30,,
WD,Green,SATA/AHCI,"2.5"" & M.2 (480GB)",120GB-1TB,SMI SM2258XT,"Single-core, 4-ch, 4-CE/ch",No,N/A,SanDisk,TLC,N/A,545/?,Garbage,Variable hardware,WD Green SSD,,
WD,My Passport SSD (New),USB 3.2 Gen 2x1,USB-C,256GB-2TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,64,540/?,High-End SATA,Portable,WD My Passport SSD,,
WD,My Passport SSD (NVMe),USB 3.2 Gen 2x1,USB-C,500GB-4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,N/A,SanDisk,TLC,96,1050/1000,Entry-Level NVMe,Portable,WD My Passport SSD,,
WD,P40,USB 3.2 Gen 2x2,USB-C,500GB-2TB,WD Proprietary,4-Ch,No,Yes,SanDisk,TLC,,2000,Entry-Level NVMe,Portable; RGB,WD Black P40,,
WD,P50,USB 3.2 Gen 2x2,USB-C,500GB-2TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,2000/2000,Mid-Range NVMe,Portable,WD P50,,
WD,SA500/Red,SATA/AHCI,"2.5"" & M.2",500GB-4TB,Marvell 88SS1074,"Dual-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,?,560/530,High-End SATA,"4TB 2.5"" only",WD Red,,
WD,SA510/Blue,SATA/AHCI,"2.5"" & M.2",250GB-1TB,SanDisk A101,"Single-core, 2-ch, 8-CE/ch",No,N/A,SanDisk,TLC,112,560/520,Entry-Level SATA,2TB/4TB still good (960GB+ SanDisk Ultra),WD SA510,,https://amzn.to/3JTaGO4
WD,SN500,x2 PCIe 3.0/NVMe,M.2,250GB-500GB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,No,SanDisk,TLC,64,1700/1450,Entry-Level NVMe,,WD SN500,,
WD,SN350,x4 PCIe 3.0/NVMe,M.2,240GB-2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400/1900,Entry-Level NVMe,"1/2TB: QLC, faster bus (3200/3000)",WD SN350,,
WD,SN5000,x4 PCIe 4.0/NVMe,M.2,500GB-4TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,112,5500/5000,Mid-Range NVMe,4TB: BiCS6 (162L) QLC,WD Blue SN5000,,
WD,SN550,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,2400/1950,Entry-Level NVMe,5-year; flash changed June 2021,WD SN550,,
WD,SN570,x4 PCIe 3.0/NVMe,M.2,250GB-2TB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,3500/3000,Entry-Level NVMe,,WD SN570,,https://amzn.to/402Hyt9
WD,SN580,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,4150/4150,Entry-Level NVMe,,,,https://amzn.to/3PtpRiF
WD,SN7100,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,WD Proprietary,,No,Yes,SanDisk,TLC,162,7250/6900,Mid-Range NVMe,4TB later,WD Black SN7100,,https://amzn.to/3Fo2RR6
WD,SN750,x4 PCIe 3.0/NVMe,M.2,250GB-4TB,WD Proprietary,"Tri-core, 8-ch, 8-CE/ch",Yes,No,SanDisk,TLC,64,3470/3000,Mid-Range NVMe,Heatsink model; flash changed 2021,WD SN750,,
WD,SN750 SE,x4 PCIe 4.0/NVMe,M.2,250GB-1TB,Phison E19T,"Single R5 + CoX, 4-ch, 8-CE/ch",No,Yes,SanDisk,TLC,96,3600/2830,Entry-Level NVMe,,WD SN750 SE,,https://amzn.to/3ys6Chh
WD,SN770,x4 PCIe 4.0/NVMe,M.2,250GB-2TB,WD Proprietary,"R5, 4x4",No,Yes,SanDisk,TLC,112,5150/4900,Mid-Range NVMe,"SN770, SN740M = 2230",WD SN770,,https://amzn.to/3ypJznd
WD,SN8100,x4 PCIe 5.0/NVMe,M.2,1TB-8TB,SMI SM2508,,Yes,N/A,SanDisk,TLC,212,14900/14000,High-End NVMe,,WD Black SN8100,,https://amzn.to/43e7E0A
WD,SN850,x4 PCIe 4.0/NVMe,M.2,500GB-2TB,WD Proprietary,"R5, 8x4",Yes,No,SanDisk,TLC,,7000/5300,High-End NVMe,,WD SN850,,https://amzn.to/3JuyWFW
WD,SN850X,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,112,7300,High-End NVMe,Optional heatsink; 4TB+ DS; 8TB BiCS6,WD Black SN850X,,https://amzn.to/3kU7vw8
WD,SN850P,x4 PCIe 4.0/NVMe,M.2,1TB-8TB,WD Proprietary,"Tri-core, 4-ch, 8-CE/ch",Yes,N/A,SanDisk,TLC,112,7300,High-End NVMe,Heatsink; PS-optimized; 8TB BiCS6,WD SN850P,,https://amzn.to/46nmqRs
Zadak,Spark,x4 PCIe 3.0/NVMe,M.2,512GB-2TB,Phison E12S,"Dual R5 + CoX, 8-ch, 4-CE/ch",Yes,No,Kioxia,TLC,,3400/3000,Mid-Range NVMe,Heatsink; RGB,Zadak Spark,,
Zadak,TWSG4S,x4 PCIe 4.0/NVMe,M.2,512GB-2TB,Phison E18,"Triple R5 + CoX, 8-ch, 4-CE/ch",Yes,N/A,Micron,TLC,176,7400/7000,High-End NVMe,Heatsink,Zadak TWSG4S,,
Zadak,TWSG5,x4 PCIe 5.0/NVMe,M.2,,Phison E26,"Dual DC R5 + 3xCoX, 8-ch, 4-CE/ch",Yes,N/A,,,,13000/12000,,,,,
,,,,,,,,,,,,,,,,,
,,,,Use Filter Views under Data,,,,,,,,,,,,,
,,,,My Website,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
,,,,TechpowerUp SSD Database,,Generic AMZN Affiliate Link,,,,,,,,,,,
,,,,Johnny Lucky SSD Database - Warranty & Reviews,,To maintain this and TPU's SSD DB,,,,,,,,,,,
,,,,Gabriel's SSD Table,,Thank you!,,,,,,,,,,,
,,,,,Updated 5/23/2025,,,,,,,,,,,,
,,,,M.2 screws (affiliate link),,DRIVES CHANGE HW! CHECK NOTES,,,,,,,,,,,
,,,,,,SEE ------>,,,,,,,,,,"NOTE: Drives regularly change hardware, especially off-brands. This includes controllers and flash, particularly with older listings (e.g. E12/E12S). Do not assume all variations are listed here. Check TPU and do your own research or ask on Discord for confirmation!",
